,Text
8733,@DanSeligson Evidence the first would be Pam Geller's place in that firmament
8734,"@ferrajr ah. I love a few of their songs, especially ""house of cards"" and a fair amount of ""Ok Computer""

To my min… https://t.co/cLfMt1bFxZ"
8735,"@DavidSchawel Harley!!! I was always impressed with his work. He was a ~ ""source"" back in the day when he was a wea… https://t.co/DAOyjKMSP2"
8736,@ferrajr kind of
8737,"@Music__Mentor @MarkKnopfler @GuyFletcher @ModerneShellac well said, thanks for your tweets. We all need some distraction these days"
8738,"@Music__Mentor @MarkKnopfler @GuyFletcher @ModerneShellac Mark really had loss and war on his mind with ""Piper to t… https://t.co/87lc4WUY1b"
8739,@ferrajr oof. I'm stumped
8740,"@ferrajr I'll settle for being LESS of a boob MORE frequently. 

Wrong is wrong and I don't help those who stand by… https://t.co/i5gSOooA2b"
8741,@KateNocera Good luck. Your dad taught you well. what next?
8742,FD: I just put out a tweet noting that my tweet on this issue was both a misreading of applicable German rules and… https://t.co/70rQqggJOL
8743,@csFraudAnalysis @richard_ersted2 @FT @FD @OlafStorbeck @Lordshipstrade @WallStCynic I publicly noted my mistake by… https://t.co/hx7jHnSErA
8744,"Accountability: Earlier today I mischaracterized Wirecard's seeking RFPs for its audit duties. At any rate, this wa… https://t.co/V8Comua3hl"
8745,"Understood, pulling down the tweet now https://t.co/d0NBj8AFGv"
8746,"RT @WallStCynic: Tomorrow Wirecard ($WDI GY) is going to release preliminary 1Q 2020 results, having not released 4Q 2019 financial stateme…"
8747,"$WDI seeks bids for a new auditor to replace EY one year into what is generally a 10 yr audit mandate.

Always a *g… https://t.co/T2ZXLXAFXW"
8748,Mussaed Ahmed al-Jarrah is the name of the gentleman https://t.co/OmuAvOW3PL
8749,"Very Trump voice: ""Maybe he did, maybe he didn't..."" https://t.co/OmuAvOW3PL"
8750,I find reading HF investor letters a remarkably easy (and free) way to expand my professional knowledge. It also *f… https://t.co/lHLm10pwBT
8751,@CAVandy those dogs are killers
8752,"When my ship comes in, I'm going to buy a National guitar https://t.co/kdqXgtJ1Bq"
8753,@maralgr @med__twi @CNN You ain't kidding!
8754,@ferrajr A great day! Some beautiful songs on that one
8755,"I don't know whether to hate @CNN for doing this or if it is that this poor girl has no parents, good advisors or c… https://t.co/vm2jR4P51T"
8756,@Jackouteeee @jaketapper @RobGeorge reported
8757,"@Jackouteeee @jaketapper @RobGeorge That's a remarkable conclusion to draw, save for the fact that it's not a concl… https://t.co/fkc8K5pUUF"
8758,this seems notable https://t.co/ABLQUmFtUT
8759,RT @CoreyHutchins: New York Times reporter calls Pence a ‘sycophant.’ The newspaper says he ‘went too far.’ https://t.co/NXfTkpLege “His ed…
8760,"@ferrajr Just seeing this now. As I recall it was Tom Petty, although I can't say what song. I want to say ""Even th… https://t.co/7LLS8i3TgB"
8761,That's funny https://t.co/UH8qB6sbZr
8762,"@ferrajr ""You better you bet,"" The Who, Face dances (1978)

No search engines were consulted in composing this tweet"
8763,@tracyweber @charlesornstein Happy (23rd) Birthday
8764,Among many great things I've missed about this year's cancelled Logan Symposium is stopping by Berkeley's King Donu… https://t.co/aOeb5ywlgS
8765,"@jsrailton @josephfcox NSO is a comic book grade bad guy org. All they're missing is a CEO named ""Sinestro."""
8766,RT @jsrailton: BREAKING: NSO has been caught by @josephfcox  trying to sell to spyware to local American police. Rebranding their Pegasus s…
8767,@darkhorsearb @muddywatersre @AlderLaneeggs guess not
8768,"@FaudaOfficial is a good show but it kind of reminds me of those 1960s ""Dirty Dozen"" type formulaic war movies. Ens… https://t.co/Kyzsv5quwt"
8769,"I'd like to re up @FFJ_report article from last week 

https://t.co/A61RmTLLoH"
8770,"RT @fieldsjay_: @RodBoydILM @muddywatersre @AlderLaneeggs Roddy, if you're this productive while being a drunken hobo, imagine if you were…"
8771,@fieldsjay_ @muddywatersre @AlderLaneeggs I'm trying!
8772,"Good to hear from you Fraser!
Too bad about my ""drunken hobo"" reputation though. I'll have to ask @muddywatersre or… https://t.co/IebYhZaypr"
8773,"Hedge fund research conduit Fraser Perring @AIMHonesty of @viceroyresearch makes ""5 figure donation"" to charity and… https://t.co/ymsDma9cN4"
8774,"In my original post, I mistyped the symbol of CytoDyn....it is $CYDY https://t.co/uHHlEs6G9N"
8775,@ndrewColburn @adamfeuerstein You ain't lying! Just look at the cretins and sundry sociopaths kicking around and th… https://t.co/tM1H0sAYW4
8776,"More vital work from BuyerStrike website on $CYDN absurdity, now with paid touts and gratuitous @adamfeuerstein bas… https://t.co/jCYwj0gR0M"
8777,Odd hearing from her on these issues but here we are https://t.co/fn0hdOuPRv
8778,RT @WillauerProsky: Who’s Preposterously Defending &amp; Touting Cytodyn Now (Hint: An Actual Felon)? @BuyersStrike https://t.co/hYyIKpRgvV
8779,Last year I had lunch at a diner near Yale w/ @WallStCynic who introduced me to his friend @zackcooperYale. I've be… https://t.co/5fPmnzea7I
8780,"Totally. Can you imagine, ca 1956, being a middle class white family in the South/MW (or whereever) and seeing a ne… https://t.co/uA3G4xju7O"
8781,RT @MikeTannenbaum: @RodBoydILM @LAForeverHall Munger’s recurring comments on incentives make more sense every year I do this job. Incentiv…
8782,"@MikeTannenbaum @LAForeverHall Also, that there are so few -- to my awareness, anyhow -- American companies where m… https://t.co/Oa95PPX7eG"
8783,@MikeTannenbaum @LAForeverHall My point exactly.
8784,@MikeTannenbaum @LAForeverHall BTW that was in 1991. I'm struck by the idea that $COST management was publicly disc… https://t.co/ygctQyGNw1
8785,@MikeTannenbaum @LAForeverHall $COST to me will always represent the longterm benefits of treating (or at least pay… https://t.co/y2YMLfIzcC
8786,Pretty much a straight line from Little Richard to Hendrix to Prince https://t.co/xyZ8v0jf2n
8787,"Little Richard was a self-loathing gay, no?"
8788,"It looks like 2020 will be another year I fail to win the @PulitzerPrizes for investigative reporting. #shit 

(Dam… https://t.co/yyWT7u7PXe"
8789,"@CGasparino and @LizClaman interview his brother, an MD and Brooklyn ER chief 

https://t.co/Q9HEQGwnfW"
8790,"A helluva organization! Managed by ""Rumson Hitters""

See @FFJ_report: 

https://t.co/g1GzWhCZGp https://t.co/zFLtRouU8W"
8791,@jdsnowdy naw....
8792,"@TVolscho @nbits60 When you're 6'2, 240 lb, hunk of blond goodness like Nick, those things don't matter"
8793,"RT @nbits60: @RodBoydILM Oh, I'm sorry, are you suggesting those products have nothing to do w well being???"
8794,"RT @stagevp: Next week, @Placer_ai is teaming up with Boston Consulting Group and Morningstar to analyze the recovery of retail and CPG. Re…"
8795,RT @Placer_ai: With 21% YoY FT on (data) @BJsWholesale's rise is evidence of increased competition in the wholesale space.  Data Powered by…
8796,"If you’ve been waiting to buy a Certified Pre-Owned Impala...

This
Is
Your
Moment https://t.co/iuGcMUnaIM"
8797,"RT @Greenbackd: Amazing, particularly given how much disrespect is heaped on Robinhood investors."
8798,"I’m about ten days late but I really like this thoughtful post by @LT3000Lyall, about the way that the market exact… https://t.co/i3Dy48J6Ql"
8799,"@barronsonline @Placer_ai Based on @Placer_ai data, the average mall’s foot traffic is down 75% in early May, but t… https://t.co/eRTH7sWn22"
8800,"Here’s a great piece in @barronsonline on foot traffic in malls, using data from @Placer_ai. 

https://t.co/NuM48yWJiB"
8801,@ianpmarx @Samirkaji Agreed. I think fintech changes bank processes and bank vendors more than it changes banking i… https://t.co/kEvNGofWij
8802,"@Samirkaji And I say that as a new, happy customer of your bank!"
8803,"@Samirkaji I might take the opposite view, and predict that the top banks today will still be the top banks in a de… https://t.co/KzAozTm6sj"
8804,That sound you hear is every incoming 1L in the country updating their resume to say they attended Harvard Law Scho… https://t.co/as6q362cry
8805,"RT @soundcommerce: So glad our Director of Engineering @marceguerra could join! @ScalaAtTheSea @arosien  

#programming #scala https://t.co…"
8806,"With e-commerce transaction volume exploding upwards, maintaining service levels, operational excellence, and CAC p… https://t.co/iUhYUXB6Nm"
8807,"@ganeumann This looks super cool. Any kid with the chance to learn from McCloskey and Mokyr is in for a treat. 

My… https://t.co/Igu6wVHkdX"
8808,"RT @tracyalloway: The composition of global fiscal stimulus in the corona crisis of 2020 vs. the financial crisis of 2008/2009, via UBS. Fi…"
8809,"Yes! Check out the @Placer_ai COVID-19 Retail Impact Tracker. 

https://t.co/q46DDr2MSq

cc @PlanMaestro https://t.co/EVuudKIJhh"
8810,"RT @ChelsieAnnLee: Our Instant Delivery Portal is now live! No integration, just sign up and deliver. DM me for a free trial! #retail #deli…"
8811,"Building a company in the current moment:

All the bad news has been accelerated.

Some of the good news has been c… https://t.co/OOichuELRf"
8812,"RT @ktal90: Jumping straight to AI, ML, AR/VR, IoT hasn’t gotten us what we need. So what do we need? The building blocks of HOW manufactur…"
8813,"Merced, and Stockton, and Visalia have nothing on San Francisco. That’s something to be proud of, guys!"
8814,"@mikebee I’ve heard such theories. But facts can be stubborn. 

LA City Hall to the Mexico border: 123 miles

SF Ci… https://t.co/gOrcMxC5gX"
8815,"@Morgan_03 Since part of Tahoe is north of the dog leg, and since the Truckee River is the only outlet and it flows… https://t.co/QT50J2H6WV"
8816,And to be clear — San Francisco is a beautiful city full of fascinating people. Whenever I visit Central California… https://t.co/BcOukLXFCy
8817,@beyondthearc @DavidTaggart McQueen in Bullitt is the one case in a million where SF fiction &gt; LA reality.
8818,"Since we’re talking about San Francisco, may I make a suggestion. ALWAYS refer to San Francisco as “Central Califor… https://t.co/M2xJenTItP"
8819,"@Morgan_03 I worry that he’s like Buffett, and that he can keep eating like an 11-year-old until he slips on a bana… https://t.co/pLO4KL396J"
8820,@DavidTaggart San Francisco is good at many things. The art of the high speed chase is not one of them.
8821,Little known fact: you can decide to leave San Francisco without writing a blog post about your decision.
8822,Does anyone know of a Chrome extension that pre-populates phone numbers and addresses that can easily be selected w… https://t.co/08e9kRR8xS
8823,"@mbusigin Quo usque, obviously."
8824,"@villi Wow. As bad as it was, you probably prevented more violence for the victim."
8825,"RT @sling_shot_aero: Slingshot Earth is our collaborative, web-based mapping application that fuses together data from different sources so…"
8826,@jgwaller This year. @EricJorgenson is writing it.
8827,@GWInvestors @Greenbackd Your math was good. A $27 billion bond issuance right now is pretty close to a $30 billion… https://t.co/agBYVb8KDA
