,Text
8457,At the height of pandemic/infectious disease preparedness the government was spending $7B a year. We cut it back. N… https://t.co/SatRNVJOYc
8458,Thank you to all the trading heroes providing liquidity in this time of need.
8459,Munger: An open-outcry auction is made to turn the brain into mush: you’ve got social proof (the other guy is biddi… https://t.co/9GkIqNIkeU
8460,Where are the people who want to shut down the market?
8461,@KeyserSozeCFA They still don't know what it is.
8462,@johntricejr Haven't heard that name in years.
8463,"One man's claim that his authority ""is total"" could be easily dismissed, even mocked, if it were not for the uncrit… https://t.co/4iHtUXOKia"
8464,"A new low. 

What's worse... half the people don't have the civic or ethical vocabulary to even understand how wron… https://t.co/ZQJ1QaCvpA"
8465,Debate the other names all you like. But there is no version of reality where a CEO attempts to appoint his daughte… https://t.co/LAZRotCIAS
8466,"CA, OR &amp; WA announce pact:

• Health comes first.

• Science, not politics, will guide decisions.

• States must wo… https://t.co/i0Mp9Ejkqy"
8467,"A robust social safety net, institutionalized guardrails, and the undergirding of central banking are pro - not ant… https://t.co/Skt91dMQTz"
8468,Strategists who publish price targets on the S&amp;P aren't even essential workers when there is no virus.
8469,"Vaccine: warm up.

Manufacturing and distribution: ballgame.

Who in society gets access to a vaccine once availabl… https://t.co/Ew6GM2pdDj"
8470,“...we should stop thinking of the health and economic responses as separate. They are not.” https://t.co/u03SWJezpX
8471,Healthcare workers deserve the respect and gratitude they’re receiving. But if you’re inclined to send a pizza or f… https://t.co/WCTLbSIbBI
8472,"Perfect graphic for cognitive priming people into seeing what they already want to see. Even still, a public offici… https://t.co/EX36Jtb8nA"
8473,Piercing. Powerful. A laser guided missile.  https://t.co/rS7NRSGXWB
8474,Hearing an adult complain that something isn't fair makes me cringe. It's an enormous advantage to get clarity on this while still a child.
8475,"Some day there will be a sporting event held in a filled arena or stadium. 

I hope they get someone good to sing t… https://t.co/P75wwr4Iga"
8476,🇺🇸 https://t.co/T3yYzXyN0F
8477,@PCork34 Funny how good financial behavior works that way ; )
8478,"In markets you have to bridge the cognitive divide between what you think SHOULD happen, and what IS happening. We… https://t.co/7xoWWOiJvu"
8479,The outsized platform afforded hyper-opinionated VC's is a study in survivorship bias.
8480,"When looking at consumer facing businesses, especially right now when their purpose to exist is being tested, ask y… https://t.co/TwuyLhPmmT"
8481,"@BobBrinker That is a problem. But commercially speaking, I'd be please to see a world where airlines, restaurants,… https://t.co/Dmvdw50n5U"
8482,@grw1177 That's the biggest factor of all.
8483,"We're not going back to handling food w/out gloves/face masks. Put aside formal regs, it will now be a competitive… https://t.co/AeSpZY6x1T"
8484,@DevinHaran I had the same thought. Imagine defending this expenditure over the years. Was it ever challenged? What… https://t.co/YJ5P0vadEB
8485,"Demagoguery of any category of American is wrong. 

If you didn't steal or cheat for it, you don't have to apologiz… https://t.co/PkxnhbqvNT"
8486,"$MCD: March comp -22%, withdraws guidance, suspends buyback, defers rents/royalties to some franchisees.

Market: Y… https://t.co/B8hhXlDxkI"
8487,Daily reminder that there's a difference between formal authority and moral authority.
8488,Two weeks ago there were people arguing on radio and television that older people should be willing to die so that… https://t.co/gGAgr6mv7X
8489,Just saw a video on how to sew your own face mask at home... might as well be a video on assembling a nuclear weapon.
8490,"""You need a government that prioritizes science and expertise. And a population that considers their authority legitimate."" -- @ianbremmer"
8491,Eventually markets can't surprise you anymore. That's when the education really begins.
8492,Around the time Buffett pledged the bulk of his estate to the Gates Foundation (2006) I commented/predicted to a fr… https://t.co/NvP41jOr0G
8493,"Markets are a strange lens to see the world through. I don't know if the Covid Crash™ is over, but stocks will reco… https://t.co/xFw7DvGNQG"
8494,"@ReformedBroker Take my temp, not my toothpaste."
8495,@ReformedBroker I used to go to China 3-4 times a year. As early as 2003 I remember walking through a thermal imagi… https://t.co/0Sc7btyrEM
8496,And another thing... let’s stop blowing on cakes that are about to be served.
8497,Meanwhile... https://t.co/xdI6l4VqOn
8498,"@rationalwalk True, not that material to BRK, but the media attention will be 🔥. I never liked the airline bet. Iro… https://t.co/Kc1VM6P9Hd"
8499,"@ReformedBroker Very presidential, JB."
8500,Buffett used to always say - going back 30 years ago - that investors in airlines would have been much better off i… https://t.co/0Bc9Ko0xVJ
8501,"Not too far from what I expected. Brace for this to get increasingly personal. In the meantime, keep doing the righ… https://t.co/klsFzvJ9C7"
8502,"Jobs are a lot more than a paycheck to people. A job represents purpose and identity, it means being good at a thin… https://t.co/6EsyW6BjZf"
8503,"Do you personally know someone who has definitively contracted the COVID-19 virus?

(Retweet for large sample. Poll expires 3pm eastern)."
8504,Statement from 3M pushes back against the zero-sum worldview of the administration: https://t.co/t5RgWMXQP4 $MMM https://t.co/n20PBuTxsz
8505,April NFP is going to “hold-my-beer” March.
8506,Next move at $DIS w/r/t theme park employees. https://t.co/8WxlkrYvA3
8507,Character is like a tree and reputation like a shadow. The shadow is what we think of it; the tree is the real thing. -- Abraham Lincoln
8508,"At this point, any new action from state or federal government exposes officials to ""what have you been waiting for… https://t.co/T9XoV803Pw"
8509,@trissteenn Too hard.
8510,@rich_swift_ Greatest episode ever. Phil Silvers as Harold Hecuba - the best!
8511,"If the Democrats go virtual convention, the ultimate Trump trolling move will be to move the Republican convention… https://t.co/V0HjaFPAjJ"
8512,@tseides One of the best I ever was asked was a two-parter. Part 1: of all the people you've ever directly worked w… https://t.co/24X8ozn6Jf
8513,"@nachkari More in the medically-induced coma bucket IMO: choosing to fire all workers and stay closed, hoping to ma… https://t.co/0wVIFXBxqo"
8514,"@wait4thegoodlif 1. Debt issues - if issues - will manifest in LT, at a min outside the boundary for portfolio allo… https://t.co/IaSEY6tlGg"
8515,@SuperMugatu @dbkuns The 10 hours would be if you had 100% hit rate only reading transcripts that negatively valida… https://t.co/i5wL0xeZvW
8516,"@SuperMugatu Ha, 100 earnings calls this week = 20 per day = 10 hours of reading per day (and those just the ones t… https://t.co/PiEMPLUpcp"
8517,The Fed and Congress have announced almost nothing meaningfully new in call it a month. And your many tweets in int… https://t.co/yWkDE8iLWc
8518,@TheStalwart Given one disproportionately results in assets purchased that can later be sold and the other involves… https://t.co/N28SS9VAPS
8519,@pearkes I think what matters datawise re: virus is 1. larger serology surveys that continue to validate low fatali… https://t.co/ajQj0a5YKS
8520,@pearkes I don't think stocks are trying to price rest of year activity levels or even 1H21. I think they are inste… https://t.co/jXBBe9ay2j
8521,This doesn't speak to the persistence of corporate/individual behavioral shifts and lagged second order economic ef… https://t.co/RlnEMeWPsQ
8522,"Because unless (a lot) more people die than we think or unless our hospitals prove they can't handle, we're staying… https://t.co/LTZSExD7fA"
8523,"Namely, whether the fatality rate of the virus proves to actually be high enough to warrant waiting out a vaccine (… https://t.co/cFpBuuMBF5"
8524,This thread isn't to litigate the decision(s) to reopen. But anyone who thinks the market isn't expecting a very la… https://t.co/LlUIY8ISDW
8525,"We are reopening because the fatality rate has proven to be much lower than had initially been feared (and, arguabl… https://t.co/iwdCuyOltr"
8526,"Given this, the main purposes of the lockdown were/are to buy our hospitals time to prepare and to buy us time to l… https://t.co/8hN2ge0bC4"
8527,"The lockdown in the US was never about eradication. We were unfortunately too late for that to be a possibility, an… https://t.co/QSbEcr3Mdb"
8528,Bit of an unorganized rant in thread form. I am surprised by the amount of people still tracking/citing daily US co… https://t.co/x1eTCYZVds
8529,So stuff HAS happened. Important stuff. Tails have changed in size and probability. It's not just about a misguided… https://t.co/NaX6h3GPPr
8530,The second thing: we now know the Fed's (and DCs) reaction function. Powell came into this with a mixed track at be… https://t.co/mYdMgKggWi
8531,"Now? We know that the actual fatality and case severity rates are very low (a topic for its own thread), the hospit… https://t.co/LVnwfd3sOz"
8532,I think this misses two things. The first: we know A LOT more about the virus now than we did then. Then: we didn't… https://t.co/eE2BvXQfbh
8533,"I don't agree with halting funding but 2nd place in my all-time, in-real-time ""oooh they definitely took a bribe"" r… https://t.co/ak6CrL5z17"
8534,"That sound you hear is people furiously deleting their ""the Chinese offical stats are decelerating, this is just mo… https://t.co/2uA3LtJOHY"
8535,@pearkes Nevada polling borderline meaningless but if you define the best case for Bloomberg as one where Bernie wi… https://t.co/6r7D3MfmLO
8536,"@pearkes Excellent pt, but the news cycle is his  friend. In a couple of days 100% of media focus will be on the NV… https://t.co/Zo25MTByp5"
8537,"It may not end up a pandemic. The growth impact may indeed be fleeting. And, behold, the stimulus. But the data is… https://t.co/oD7ZNMYtJs"
8538,"And so many otherwise thoughtful people are reflexively dismissing the criticisms because of their sources. Or, bec… https://t.co/hCLwObvic7"
8539,I think this is in part a function of the current “boy who cried wolf” mentality of mkt participants. A lot of the… https://t.co/cHizvix72L
8540,I’ve been surprised by the degree to which the official Chinese stats on the coronavirus are being used to drive an… https://t.co/5Y8gIhn7RE
8541,"@FHQ What is source for the superdelegate totals cited? Tally seems bit different than what is sourced here, thanks: https://t.co/NXFWIRoyuw"
8542,This isn’t a victory lap as a change in seats has had me uninvolved in the trade. And perhaps this rant is stale as… https://t.co/yZ2Ob9b6fk
8543,And yet the bull case at the time was margin improvement and M&amp;A optionality (!). Seriously. Why? Because managemen… https://t.co/JISXHco6wv
8544,"If you go back and read the KHC earnings transcripts from 3Q17 and 4Q17 and after, mgmt was ~directly telling you t… https://t.co/8fyfNZUe6L"
8545,Side note: these situations are most prone to occur in sectors where structural factors leave investors starved of… https://t.co/JqrhKeCXLz
8546,Softbank has officially reached the finance equivalent of the Tyson Zone: give me a story of someone wildly overpay… https://t.co/I7E6NpOiWM
8547,@naufalsanaullah And vulnerability is more contagious than impenetrability.
8548,"11/This is a gross oversimplification, but FWIW it is how I see it. Head scratcher was strength of Chinese action. Positioning did the rest"
8549,"10/So voila! Crowded macro+Trump equity sector trades selloff, industrials squeeze, TMT rallies...but a major fundamental event was trigger"
8550,9/And so domino-ing weak-hand covering came just as TMT funds had (finally) passed some brutal year-end redemption-driven selling
8551,"8/At same time, some (less prevalent than the long positioning) of those macro funds + many generalist funds have been tilting short FANG..."
8552,"7/...hitting L/S platform shop industrials books (most long steels/energy, short those same pricey industrials) +others similarly positioned"
8553,"6/And guess what equity sectors those same macro funds were severely long? Financials, Steels, Energy – and so pain there as well…"
8554,"5/And so JPY, KRW, EUR et al reversed initial ’17 pop violently and rates ripped in, with each move in one feeding the fury elsewhere"
8555,"4/The violence of that move also rippled through macro fund risk models, compounding loss-driven de-risking in other popular macro trades"
8556,3/Unexpected policy/other moves by the Chinese caused CNH price action that went against massively one-sided macro fund positioning
8557,"2/While year-end equity px action was to a certain degree as befuddling/thin as described, this week -as much as mkt ever can-‘”made sense”"
8558,1/I dont think this is accurate; IMO it is a function of predominantly L/S equity PMs viewing yearend px action and… https://t.co/nE1ykaY6Hk
8559,"And with that, good luck to all in the year ahead"
8560,9/Corps are led by individuals w/their own incentives – monetary or otherwise – that will always trump your logic of what mgmt *should* do
8561,8/The explosion of platform shop AUM - and the groupthink/crowds therein -  has increased both rewards and asymmetry of contrarian positions
8562,7/A material catalyst unrewarded with expected price action is as close to a clear GTFO signal as the market gods will ever give
8563,"6/Tops in cyclicals are made when claims of structural growth emerge, bottoms in structural growers ar made when fears of cyclicality emerge"
8564,5/Positioning - not fundamentals - matters most as a boundary condition at market extremes
8565,4/Differentiation always monetizes best when in the future tense; it is very hard to get paid on a differentiated view of present conditions
8566,"3/High relative valuation represents scarcity of “something” - yield, growth, en vogue exposure - if scarcity erodes, so too will multiple"
8567,2/Sector ‘bubbles’ once popped don’t repair overnight; beware the false promise of upside that is based on where a stock recently traded
8568,1/A strong view on a binary outcome is not an excuse to ignore how risk premium associated with the alternative outcome may get priced in
8569,"The past 2 years around this time, I’ve tweeted out some “lessons learned and re-learned” from the year just ended; thought I’d do it again:"
8570,My favorite fact of this depressing election will be that Trump ran a cash bar at his victory party.
8571,"And with that, good luck to all in the year ahead."
8572,"Looking at companies at enterprise/not equity level is perpetual source of edge, but never more so than when credit cycle begins to sputter"
8573,"It always pays to be the person IR is sick of hearing from; the more frequent the conversations, the easier to appraise changes in tone"
8574,Thematic investing is particularly in tune with bull mkts but is playground of least informed shareholders…expect extreme vol as mkt turns
8575,Mgmt perpetually overconfident in ability to pass on cost inflation; career/comp risk for sales teams typically pulls in opposite direction
8576,Ignoring macro drivers no better than ignoring basic industry competitive dynamics..in fact worse bc mgmt at least has clue about the latter
8577,Catalyst-driven investing works well for stocks w/natural shareholder base but poor return on volatility when catalyst is only reason to own
8578,Later stages of any bull mkt are increasingly flow &amp; positioning driven; coherent view on who incremental buyer of any security is is a must
8579,"Multiple a biz is afforded is a direct derivative of mgmt credibility; even w/ biz that can ""run itself"" to own is to invite unforced error"
8580,Return on one's time is as important as return on an investment; some of best stocks can be suboptimal investments bc of time they consume
8581,Some lessons learned and re-learned in '15 that I figured I'd share as the calendar turns...
8582,(10) Mkts fear containable (ie non-airborne) diseases far more than they fear potentially uncontainable govts that are threatened w/collapse
8583,(9) corporate boards are not unlike investors -- their behavior gets shaped largely by actions of peers -- and so sector m&amp;a can cascade
8584,(8) activists are often more about choosing targets that protect/promote their franchise than those w/real room for impact...follower beware
8585,"(7) an investment thesis that begins and ends with ""buybacks"" in an industry that is structurally changing is not a thesis"
8586,(6) the pt at which investors embrace/re-rate tax structures is the pt at which the assets employing these structures test mkt's generosity
8587,"(5) when core/entrenched mkt paradigms shift (ie oil prices), being late to the equity/credit wreckage is far preferable to being early"
8588,(4) allocators can create traffic jams: floods of capital into sector-specific funds (TMT) nets ST outperformance but indigestion thereafter
8589,(3 cont'd) ....valuations and corporate decisions (ie spinning off complete crap)
8590,(3) basic investing playbooks (buy the spin!) increasingly fail to work when herd behavior creates feedback loop into starting point...
8591,"(2) Biz have hidden exposure to many things(fx, end mkts) - these variables are so impactful when important precisely bc they are so ignored"
8592,"(1) bull mkts create bull mkts in relative valuation investing, where asset quality can become a secondary detail to industry SIC code"
8593,A new gig prevents me from commenting on specific stocks but here are ten random lessons I learned/reminders I received from mkts in '14:
8594,I'm proud of you https://t.co/8yxtghbc9a
8595,@FanBoyShi Not sure I follow
8596,@myron_levin is a good guy and a great reporter whose work has been a bane to everyone who takes advantage of consu… https://t.co/Pv6rIcQ5tI
8597,"RT @WallStCynic: @RodBoydILM (2) I would also recommend Gilovich’s “How We Know What Isn’t So”, and Sagan’s “The Demon-Haunted World” on th…"
8598,I've tweeted often about how one of the more important books in my personal/professional development has been Leon… https://t.co/45NaakNEmw
8599,RT @PlainSite: One day we'll get to see Twitter's internal e-mails and the various discussions in which Jack Dorsey oversaw the repeated de…
8600,"@timmullaney wow! I'm sorry, I didn't know!"
8601,@timmullaney strange times my man. Hope you and yours are well
8602,RT @AaronGreenspan: This should have been done in 2015. Or earlier. https://t.co/jlh90m24N7
8603,"@mattmey11 I mean that's a BIG number with strategic implications.

Societies with 25% unemployment are not well an… https://t.co/Q0340rwnKE"
8604,@timmullaney Oh I'm right there. The utter nightmare numbers are going to be fondly recalled as the *good* prints i… https://t.co/THwaIChj7S
8605,"$GS: By 6/31, US Unemployment rate = 25%. 

Well. 

There goes the consumer part of US GDP https://t.co/m9a4VV1vEv"
8606,RT @retheauditors: “Three intermediate appellate courts in Texas have held that corporate actors are immune from personal liability for fra…
8607,@acretin @LTR_ZH oh. What did Barry do?
8608,"Most Twitter mobs are shot thru  w/ virtue signaling. 

This one wasn't though. 

Black men are regularly getting h… https://t.co/dPutBNrQjs"
8609,"@HeatherEHeying I've been enjoying the work of you and your husband Bret on these podcasts greatly. 

I'm truly sor… https://t.co/ai92DBQmvS"
8610,@LTR_ZH who?
8611,@ArbCowboy Choking her dog for dramatic emphasis was quite the touch
8612,"RT @Mediaite: JUST IN: Franklin Templeton Has Fired Amy Cooper, Stating 'We Do Not Tolerate Racism' https://t.co/t0aGwGMB89"
8613,"@Super70sSports It really is a work of art, the more so since it hurt Mahorn, Thomas and Laimbeer"
8614,"RT @Super70sSports: Today in 1987, with the Pistons up 107-106 and in possession of the ball, Larry Bird steals a pass from one asshole int…"
8615,"Ideally, wherever you fall along this continuum, you are guided by two things: A) As much objectively verifiable ev… https://t.co/GxwZI0ANqu"
8616,"@ericmdavid This was a good draft, or at least, readily defensible. Then again, the team jet might well crash becau… https://t.co/6FVq4kiia1"
8617,"But less and less, based on this year's draft https://t.co/sueYiYdtkl"
8618,RT @CGasparino: @RodBoydILM how dare you--you motherf$%^&amp;#$ you su%k (just kidding; my lame attempt at twitter's cancel culture when someon…
8619,"@CGasparino Yea, I get it: If there's no margin for honestly acknowledging your mistake, why do it?"
8620,Personal accountability: I tweeted that Tom Brady got a hole-in-one in a recent ProAm golf tourney. He didn't (thou… https://t.co/M8laWqBIaq
8621,RT @karaswisher: The last time I was in a ⁦@nytimes⁩ news story it was about being Zoombombed by porn. But these awful Trump tweets and Twi…
8622,@IceburghCapital i deleted the tweet
8623,@stock_whisperer i deleted the tweet
8624,@ZanVetter i deleted the tweet
8625,"@ZanVetter Only saw the one swing in the YT clip and a buddy had emailed telling me it was. Shit, Im sorry"
8626,@IceburghCapital i thought they said it was! Shit.
8627,"@CramersShirt CP: 95% of the time you're spot on correct, but when you're a reporter doing this kind of work, suffi… https://t.co/mPBiYoDVc8"
8628,"@trevoraaronson Interesting! Hope you and yours are well, safe"
8629,@CramersShirt I hear you but there are *some* trolls who go beyond the line.
8630,RT @Super70sSports: Steven Seagal looks like John Travolta playing a fat Chinese guy now and I’m enjoying it. https://t.co/nlSdqMZmnn
8631,Whoa if true https://t.co/Jh7Fxze2uP
8632,"Notwithstanding the heartwarming, positive nature of this, these two happen to be nearly as good as Marvin and Tamm… https://t.co/VnEPz27HXd"
8633,Wrongdoing is NEVER out of style. https://t.co/M3bmInWSyV
8634,@jaltucher Good to hear from you! I was being silly. you're no tout I know full well. Hope kids/family are well. I'… https://t.co/bgedeGFRaF
8635,"Taylor Branch ""Parting the Waters,"" Rick Atkinson, ""Liberation Trilogy,"" Walter Isaacson ""Einstein"" and ""Steve Jobs"" https://t.co/IdcHDhjIAo"
8636,@jaltucher is doing markets again? Bear market in lifestyle branding? https://t.co/kcRl7bTAkv
8637,"It might be worse than Avenue 5 (which is really, really bad)! https://t.co/qB4tQh8mMy"
8638,POTUS should be banned from twitter. He's gone from silly to vile and is now pumping disgusting conspiracy theories… https://t.co/qTgsrinynp
8639,POTUS on top of it this morning I can see https://t.co/XbRMewZM0a
8640,"I'm generally disinterested in ""rockasaur"" reunion gigs but this intro and first track on Led Zep's 2007 Celebratio… https://t.co/UvkRDZt97M"
8641,"Surprised she has a beef with someone, tbh https://t.co/y3MTo2TGGI"
8642,RT @RealMarkEbner: When you feel that your ankle monitor doesn't say enough about you. https://t.co/YGk7F5dAu3
8643,"@SuperMugatu @jposhaughnessy @jfc_3_ Was impressed with your process, as well as the Bangladesh discussion"
8644,RT @WilliamCohan: Nothing will hurt Trump with his supporters https://t.co/HttGoOrFbb
8645,If you're a fan of biz/finance podcasts I cannot recommend highly enough @SuperMugatu episode of Infinite Loops wit… https://t.co/WklUFj3gd0
8646,How TF is this guy POTUS https://t.co/oaWLG6Q5no
8647,"RT @AJConnolly1: Silver linings (&amp; a happy face!) in a marsh storm, Wilmington, North Carolina. 
@NCCoastalFed @NCCoastalLife @NCCoastChamb…"
8648,"&lt;25 tweets in a year? PRC or Eastern Europe locale? ""Egg""? MAGA-centric? 

Blocked."
8649,Bestseller author Michael Connelly wrote a book whose protagonist Myron Levin founded and runs a great non-profit n… https://t.co/0BxHR6hzGf
8650,"Hearing this sentiment from a great deal of non-liberal people recently.

The way too many workers are treated in t… https://t.co/Tsl8pWk6pP"
8651,"RT @Bakari_Sellers: 😂😂😂

Your husband once called me, a full grown black man, “Boy” during a commercial break. 

Please stop. https://t.co/…"
8652,Just a great bball coach (albeit from a different time) and a pretty good player too. #RIP https://t.co/w8v08pquZ4
8653,"@RobertBryan4 tbh, it has a photo, the peeps are on the record and has a passing connection to end-of-world imagery… https://t.co/xNW9JWfM5e"
8654,@RobertBryan4 Creativity thrives even in the depths of a pandemic
8655,"late to this but it looks interesting: 
Mike Bloomberg's Digital Ad agency floundering and iced out by Biden"" CC:… https://t.co/bTKXGIux4M"
8656,"""Compounding gains from sustained effort."" 

You know your company's net loss more than doubled from same Q last ye… https://t.co/c9rB4XQiVv"
8657,@contrapositiv3 im pretty sure you would be a different audience
8658,"@mjcscout yup. i was thinking laurene powell job's $26bn might've helped them row through it. 

i was wrong."
8659,This article is hilarious. It is basically a synopsis of a learning challenged 3rd grader prior to his parents gett… https://t.co/fC5Jf0A9zg
8660,@bsilly3 was so brilliant
8661,@bsilly3 what a talented cohort of ppl
8662,I'd only add that Catherine O'Hara is a continental treasure https://t.co/xMHnwZ5FdE
8663,"One of my longtime main dudes @apark_ , is the subject of an investigation by another longtime main dude, @Cezary… https://t.co/6qR2KJ3Sv5"
8664,"Three high credibility, serious people who are on the tip of everyones tongues https://t.co/rRzYmQqYYd"
8665,"I like his backstory: ""Jack Reacher is 6'8"" &amp; travels America on greyhound buses, wearing kmart clothes and sleepin… https://t.co/SBI7QuIlEA"
8666,@Rachael_IP The Howard Schillit books are great ones (I think he's on Vol III.) Then there's @footnoted (Michelle L… https://t.co/PReodPTJbu
8667,@Anrosenblum @herbgreenberg @adambsterling @FrankPartnoy @dianabhenriques @WallStCynic @QVerityTeam Just downloaded… https://t.co/RfGg7Z7axU
8668,Does @AppleNews carry investigative reporting?
8669,"RT @herbgreenberg: FraudFest2020 was supposed to be today in NY. Turning lemons into lemonade, the event has been expanded to 2 days virtua…"
8670,RT @herbgreenberg: @adambsterling @FrankPartnoy @dianabhenriques @WallStCynic At FraudFest2020 (https://t.co/3OwJexGMeo) I’ll be moderating…
8671,RT @BagholderQuotes: “Many people sold out today for a loss but not me.” $LK https://t.co/xg4yOqS8XC
8672,RT @AlderLaneeggs: @scoopercooper is a tough tough guy..: It motivates him more.. https://t.co/4VI09iL7p1
8673,"RT @NicTrades: Dear @jack @TwitterComms 
Allowing people to chose who replies to tweets makes it a scammers paradise.  Criminals can advert…"
8674,@KingKreuger @profgalloway whoa! Glad you're okay. Sorry to hear that
8675,"""Sex doll mix up"" is not an everyday headline for @espn https://t.co/xkuYKbSJt4"
8676,RT @Music__Mentor: Excellent pic of the pickless genius. https://t.co/tIhdJZi2MT
8677,I think this is a step in the right direction but also symbolic: What company will admit being controlled by a fore… https://t.co/jl0DuLfjUt
8678,RT @WolfpackReports: Its been a long hard road for many of us who have worked tirelessly to get this far. Let's keep the momentum going to…
8679,"RT @innocence: “I, Walter ‘Arkie’ Barton, am innocent and they are executing an innocent man!!”— #WalterBarton, executed on May 19 at via @…"
8680,@TheFree_Lance Take the hint!
8681,"@PeterGreenNews @JHWeissmann What you said my old friend, what you said."
8682,@PeterGreenNews HA!
8683,"@JHWeissmann @TriNebula No doubt. I hadn't heard anything like that, fwiw. I was just speculating ""collaboration"" w… https://t.co/CqjChEMFod"
8684,"@TriNebula @JHWeissmann Kinda my thought on what it is, albeit with a more multimedia approach (radio, print and ma… https://t.co/QMrGxFknJF"
8685,Home of the free https://t.co/WY2Bxe39Lv
8686,"@AndreaChalupa Always safe to assume big DC PR shops like Edelman or Ketchum are out there spreading that ""third pa… https://t.co/c6CmbDcC6b"
8687,"I think @JHWeissmann is right, but I'd add this: Given the real costs of meaningful news coverage expansion, a gift… https://t.co/OWYugcx5Cy"
8688,@diggz_it @deadandcompany @samgustin @nycjim I hear that. I'm a huge Mark Knopfler fan and he's slowed down some too
8689,"@diggz_it @deadandcompany @samgustin @nycjim Just caught Bertha and it's same tempo as ""Live at Radio City"" 

But y… https://t.co/9smQ1WGX6W"
8690,"True Confession: John Mayer is really good in @deadandcompany, really plays off Bobby well @samgustin @nycjim

https://t.co/b20Jsu4NcH"
8691,@Chris_arnade @TheStalwart @dwallacewells This is a new sort of problem for moneycenter banks. But cut them some sl… https://t.co/2dct3MFnfJ
8692,This is terrible news https://t.co/ERWr0wwUqZ
8693,True Fact: @yashar and @iowahawkblog never skip leg day https://t.co/lKDSCAcPG4
8694,"@ferrajr aw damn. What a talented, entertaining and original guy."
8695,"This song is impossible to not sing along too. An instant ""nearest far away place.""

Great interplay on vocals betw… https://t.co/UMvHizWaE7"
8696,@erinarvedlund I'm sure there is a qualitative difference between the example and you
8697,@espiers @BudsiesToys You care more for your kids than my mother did.
8698,"Today, in a very special episode of ""Modern Problems,""..... https://t.co/icvgFsNDuc"
8699,"A fact I love: The head of Mazars, the Trump Org's auditors, was barred in 2004-2008 from auditing publicly traded… https://t.co/PJAMOu2M5F"
8700,RT @sarahsolfails: lol on this day 2 years ago I got to stay at the Plaza Hotel to live tweet the royal wedding and today I’m heating up a…
8701,"@mjcscout FWIW, the wholesale layoffs last week at Buzzfeed + Vice and the shuttering of so many other places in th… https://t.co/Yj1kIGTk65"
8702,@CapitalObserver https://t.co/8xHMayW3Wk
8703,"@mjcscout I believe that's newspapers/magazines, though the news units of the three major networks have shrunk near… https://t.co/0LB226Joi3"
8704,@CapitalObserver The NYT article I read indicated that December or early 2021 would be the earliest commercial prod… https://t.co/fb1w5ozWWD
8705,"This is an astounding statistic. 

That's why when you see (mostly RW) pundits and pols railing about ""the media,""… https://t.co/MCttRCuDUH"
8706,@scially That's a top 10 thesis right there
8707,@minakimes Cool. I live here now. Thx for this.
8708,"What thugs POTUS and his cronies are. 

https://t.co/nKefvpsfy0"
8709,"Isn't the real problem that CNN doesn't do much of this ""journalism"" stuff anymore? https://t.co/fleJ1eHOs0"
8710,RT @BillSchulz: Was at the Rob Lowe Roast when @NikkiGlaser WENT for it via a Peyton joke about his then current charges re: a Tennessee at…
8711,"Watching ""Hidden,"" a murder mystery set in Wales and the Welsh language reminds of what  a German tree would sound like if it could talk."
8712,"@danroth Hey Dan, Rod Boyd here from @FFJ_report. Check your email? Thx"
8713,"Many reporters trip up on interpreting large, multi-variable data sets. 

Medical &amp; stats pro's do too; it's hard &amp;… https://t.co/vr4yUt80tA"
8714,"If I was the cause of one of the most expensive divorce agreements in history, I wouldn't have done it for this wom… https://t.co/3H33Lbc8wM"
8715,It is incredibly rare for a comedian  to be as funny later in a career as they are in the prime but Fred Willard pulled it off.
8716,"I work hard and have had some fine days but Bethany's one of a very, very few* as good at deep reporting as she is… https://t.co/9CDU6nOYMg"
8717,"@FFJ_report Accountability:
1. Our 2019 Form 990 is up: https://t.co/FvEOBjSZTe

2. And our 2019 Donor List is avai… https://t.co/TWmqFytGvw"
8718,This is quite a story. Absolutely pastes whatever's happened in my career. https://t.co/eRDZfZ5taC
8719,@hvogell does a mind roastingly good job explaining a Cat V level fraud in one of the most complex securitized prod… https://t.co/fKzp7e6iD6
8720,"I can't seem to avoid the thought that banks are going to be in a great deal of trouble. 

All income statement pro… https://t.co/vuVJYRsKtU"
8721,Just brutal days in an industry where we're all numb to most layoffs. I'm so sorry for you and your colleagues https://t.co/OwtiIZBO63
8722,"I wonder if this drama had anything to do with WDI releasing a two figure ""preliminary earnings statement"" that sti… https://t.co/XuZj8d8VBb"
8723,@Keubiko Thanks so very much
8724,@TheNarrenschiff @cablecarcapital @theofrancis no indeed
8725,@cablecarcapital @theofrancis Thank you Jacob. You'r memory and broad knowledge of the bezzles is a real resource t… https://t.co/kvWzQlwZRj
8726,@Venado_0320 Thanks sir or ma'am!
8727,It doesn't appear fair to suggest -- as some have -- that those deaths can be linked to Tx. restrictions being ease… https://t.co/rMf1jqQDKK
8728,"Just found this all time classic slide deck from wallet harvester $NNVC, from presentation I did with WSJ's ""Handso… https://t.co/OYuQjKmGh8"
8729,"These are upside down, crazy ass days. If it seems like a lot, it's because it is, especially for those of us -- li… https://t.co/18xpKXYkv3"
8730,RT @smod4real: It’s a circus right now in the apocalypse industry. https://t.co/0YFvfGKvgL
8731,"@chick_in_kiev elegant and (probably) comfy....
possible lifestyle branding in store for you"
8732,@Pauliocity @ferrajr would be great to see a show. you have superior taste
